datetime,nav,port_return,avg_long_ret,avg_short_ret,avg_prob,n_coins,n_swaps,L1,L1_rank,L1_prob,L1_ret,L1_action,L2,L2_rank,L2_prob,L2_ret,L2_action,L3,L3_rank,L3_prob,L3_ret,L3_action,L4,L4_rank,L4_prob,L4_ret,L4_action,L5,L5_rank,L5_prob,L5_ret,L5_action,S1,S1_rank,S1_prob,S1_ret,S1_action,S2,S2_rank,S2_prob,S2_ret,S2_action,S3,S3_rank,S3_prob,S3_ret,S3_action,S4,S4_rank,S4_prob,S4_ret,S4_action,S5,S5_rank,S5_prob,S5_ret,S5_action,closed_longs,closed_shorts
2026-02-02 16:00:00,1.214702618320109,-0.01634779680255638,-0.0046562281391090195,0.01169156866344736,0.4906495,95,7,TRX,1.3,0.5152234,-0.0038705137227303954,KEEP,BAT,2.9,0.50845367,-0.02305246422893481,NEW,AXS,3.1,0.50919694,0.017119244391971655,NEW,ENJ,4.4,0.5067147,-0.007027697395618038,NEW,BTC,5.1,0.505581,-0.006449709740233511,NEW,JUP,90.9,0.47445035,-0.018106570098292862,KEEP,RENDER,90.5,0.47934684,-0.019183168316831756,KEEP,COTI,91.5,0.4786992,-0.008157715839564927,NEW,STX,93.9,0.46901226,0.04271982912068362,NEW,ZIL,94.8,0.4501918,0.06118546845124273,NEW,"ETC,XTZ,ANKR,SKL","1INCH,BCH,CHZ"
2026-02-02 20:00:00,1.2285216875128906,0.01137650399724408,0.0036273304026913423,-0.0077491735945527385,0.5024677,95,2,TRX,2.9,0.5164793,0.0014129282938888377,KEEP,BAT,4.7,0.5160204,0.00813669650122062,KEEP,ENJ,8.3,0.5114881,0.0024979184013322886,KEEP,BTC,5.5,0.5120627,0.005068960895566299,KEEP,UNI,7.3,0.51085055,0.0010201479214486664,NEW,JUP,88.1,0.49430045,-0.0021074815595362173,KEEP,COTI,89.5,0.49222022,0.023303632625085724,KEEP,STX,94.1,0.46626836,-0.010242403550699941,KEEP,ZIL,94.9,0.45408064,-0.03063063063063065,KEEP,FLOW,92.8,0.48662147,-0.019068984856982607,NEW,AXS,RENDER
2026-02-03 00:00:00,1.1595425510112896,-0.05614808204261135,-0.0014208589561786945,0.05472722308643265,0.50422406,95,1,TRX,3.2,0.5157562,0.0,KEEP,BAT,11.5,0.5118897,-0.0008071025020177647,KEEP,ENJ,13.3,0.51112354,-0.006229235880398698,KEEP,BTC,13.0,0.51153886,0.00018682067158670712,KEEP,UNI,8.5,0.51163834,-0.0002547770700637164,KEEP,JUP,82.7,0.4976173,0.01689545934530079,KEEP,COTI,94.0,0.48248821,-0.016744809109176195,KEEP,STX,93.3,0.48347887,0.046912728527078285,KEEP,ZIL,93.4,0.47781235,0.23605947955390327,KEEP,WLD,90.4,0.49048543,-0.00948674288494289,NEW,,FLOW
2026-02-03 04:00:00,1.1410270084908933,-0.01596797159728889,-0.007242987722311444,0.008724983874977443,0.50681853,95,5,TRX,9.1,0.51566213,0.0010582010582012025,KEEP,ENJ,12.0,0.5142137,-0.0016715419974926427,KEEP,CHZ,6.7,0.5160819,-0.029205094422485645,NEW,XRP,9.2,0.5141314,0.0024792363951902097,NEW,SAND,10.6,0.5139976,-0.008875739644970349,NEW,JUP,91.4,0.486574,0.012980269989615767,KEEP,STX,94.0,0.46343017,-0.003624382207578214,KEEP,ZIL,95.0,0.43200773,0.012030075187970057,KEEP,RVN,91.0,0.4875559,0.04930662557781207,NEW,KAVA,92.0,0.4863356,-0.027067669172932463,NEW,"BAT,BTC,UNI","COTI,WLD"
2026-02-03 08:00:00,1.1153306461958383,-0.02252038041504445,-0.007353954068450586,0.015166426346593865,0.5054984,95,2,TRX,8.7,0.5152844,-0.0017618040873854657,KEEP,ENJ,10.7,0.5145815,-0.007115948095437474,KEEP,CHZ,4.2,0.5199379,-0.020357385206966727,KEEP,SAND,5.2,0.51676214,-0.00497512437810943,KEEP,UNI,6.8,0.51495415,-0.0025595085743538304,NEW,JUP,90.7,0.48389846,0.019477191184008147,KEEP,STX,91.8,0.47828856,0.04067460317460303,KEEP,ZIL,94.3,0.4557252,0.05646359583952454,KEEP,RVN,92.9,0.47025627,-0.016152716593245242,KEEP,ANKR,94.6,0.4512495,-0.024630541871921152,NEW,XRP,KAVA
2026-02-03 12:00:00,1.1447153376679202,0.026346170592825714,0.016677745064360705,-0.009668425528465007,0.51023406,95,3,CHZ,10.3,0.52105343,0.030939736781343763,KEEP,SAND,8.7,0.5173375,0.005999999999999783,KEEP,XLM,7.6,0.5174938,0.017055144968732172,NEW,ETH,9.0,0.51744527,0.011648540857740253,NEW,LINK,10.4,0.5170798,0.017745302713987554,NEW,JUP,92.4,0.47813973,0.002513826043237799,KEEP,STX,93.9,0.46123347,0.03145853193517634,KEEP,ZIL,95.0,0.43740162,-0.1026722925457102,KEEP,RVN,90.3,0.49239603,0.011940298507462588,KEEP,ANKR,91.9,0.48280373,0.008417508417508435,KEEP,"TRX,ENJ,UNI",
2026-02-03 16:00:00,1.1518877040885265,0.006265633196824494,-0.03423264909114874,-0.04049828228797323,0.5039887,95,6,KSM,4.9,0.5191452,-0.019011406844106404,NEW,ARB,5.1,0.51816714,-0.034302759134973826,NEW,OP,5.8,0.5179676,-0.0424107142857143,NEW,BTC,6.0,0.5158726,-0.04092198453572293,NEW,SOL,6.0,0.51656693,-0.03451638065522622,NEW,JUP,88.1,0.48640212,-0.020561685055165424,KEEP,STX,94.9,0.45932332,-0.048367221195317334,KEEP,RVN,87.8,0.4873097,-0.0368731563421828,KEEP,ANKR,92.7,0.47492343,-0.05008347245409017,KEEP,ONDO,90.5,0.48251477,-0.046605876393110424,NEW,"CHZ,SAND,XLM,ETH,LINK",ZIL
2026-02-03 20:00:00,1.1520098256704083,0.00010601865220754084,-0.003995786115918531,-0.004101804768126072,0.5133576,95,3,KSM,12.4,0.5206587,-0.011627906976744318,KEEP,ARB,13.9,0.52069014,0.007722007722007707,KEEP,BTC,12.3,0.5192702,0.011145793020618022,KEEP,SOL,9.2,0.51999766,-0.011411835992728658,KEEP,BAT,12.8,0.5192462,-0.01580698835274541,NEW,STX,89.3,0.49799433,-0.0006474587245064445,KEEP,ANKR,90.0,0.49990767,0.033391915641476366,KEEP,ONDO,87.4,0.50353086,-0.01204392490258599,KEEP,WLD,91.3,0.49736533,-0.01822105010788788,NEW,BAND,91.4,0.49875528,-0.02298850574712641,NEW,OP,"JUP,RVN"
2026-02-04 00:00:00,1.1795398823526018,0.023897414821243055,0.023249257866991124,-0.0006481569542519328,0.51324046,95,5,KSM,13.5,0.52074784,0.013725490196078383,KEEP,SOL,8.9,0.52042955,0.012667279599550385,KEEP,BAT,10.0,0.52081025,0.042265426880811585,KEEP,CRV,14.0,0.51879334,0.02780787287829556,NEW,CELO,15.3,0.5185712,0.01978021978021971,NEW,STX,92.9,0.4931903,-0.025591188856494806,KEEP,ANKR,95.0,0.47324818,-0.04421768707482987,KEEP,NKN,88.4,0.50307405,0.024096385542168752,NEW,EGLD,90.2,0.5003742,0.01840490797546024,NEW,ATOM,91.5,0.49693853,0.024066797642436022,NEW,"ARB,BTC","ONDO,WLD,BAND"
2026-02-04 04:00:00,1.1834347016192204,0.003301981836214418,0.0011042486413161523,-0.002197733194898266,0.5017111,95,6,KSM,8.1,0.51278734,0.007736943907156624,KEEP,SOL,4.6,0.51320875,-0.012407949157671627,KEEP,BNB,5.7,0.5122336,0.003255832272124559,NEW,SEI,6.1,0.5139079,0.006936416184971206,NEW,TRX,7.3,0.5124711,0.0,NEW,EGLD,85.4,0.49149632,0.012048192771084265,KEEP,ATOM,90.8,0.4869039,-0.0009592326139087337,KEEP,ALGO,89.7,0.48911133,-0.01552511415525104,NEW,ZRX,91.2,0.48865104,0.006018916595012858,NEW,VET,92.1,0.48791137,-0.012571428571428678,NEW,"BAT,CRV,CELO","STX,ANKR,NKN"
2026-02-04 08:00:00,1.1703205266722174,-0.011081452089464428,-0.012201403257867893,-0.0011199511684034658,0.5059441,95,4,SOL,2.6,0.51620924,-0.018283963227783473,KEEP,BNB,11.7,0.51139146,-0.018123765032256434,KEEP,TRX,7.1,0.51344603,0.0006971070059256235,KEEP,SNX,7.3,0.514601,-0.014749262536873142,NEW,DOT,9.3,0.5117842,-0.010547132498352041,NEW,EGLD,93.2,0.49098206,-0.031746031746031744,KEEP,ATOM,84.2,0.49782348,-0.010081613058089411,KEEP,ZRX,93.9,0.48905104,-0.016239316239316293,KEEP,ICP,89.2,0.49650913,-0.010580080262677871,NEW,ZIL,89.6,0.49264747,0.06304728546409799,NEW,"KSM,SEI","ALGO,VET"
